<com.frost.SensorEvent: float[] getSensorData()> -> _SOURCE_
<com.google.android.mms.pdu.SendReq: int getDeliveryReport()> -> _SOURCE_
<com.android.internal.telephony.PhoneBase: java.lang.String getMsisdn()> -> _SOURCE_
<android.database.MergeCursor: long getLong(int)> -> _SOURCE_
<android.database.CursorWindow: short getShort(int,int)> -> _SOURCE_
<android.database.CursorWrapper: int getColumnIndex(java.lang.String)> -> _SOURCE_
<android.content.pm.VerificationParams: android.net.Uri getVerificationURI()> -> _SOURCE_
<com.google.android.picasasync.PicasaFacade: android.net.Uri getUsersUri()> -> _SOURCE_
<com.android.internal.telephony.UiccPhoneBookController: boolean updateAdnRecordsInEfByIndexForSubscriber(int,int,java.lang.String,java.lang.String,int,java.lang.String)> -> _SOURCE_
<android.location.GpsSatellite: float getElevation()> -> _SOURCE_
<android.location.LocationManager: boolean registerGnssStatusCallback(GnssStatus.Callback)> -> _SOURCE_
<android.location.LocationManager: boolean registerGnssNavigationMessageCallback(GnssNavigationMessage.Callback,android.os.Handler)> -> _SOURCE_
<com.android.server.LocationManagerService: boolean isProviderEnabled(java.lang.String)> -> _SOURCE_
<com.google.android.mms.ContentType: java.util.ArrayList getSupportedTypes()> -> _SOURCE_
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getDeviceId()> -> _SOURCE_
<com.android.internal.telephony.cdma.CDMAPhone: java.lang.String getDeviceSvn()> -> _SOURCE_
<android.location.LocationManager: java.util.List getAllProviders()> -> _SOURCE_
<android.os.UserManager: android.graphics.Bitmap getUserIcon(int)> -> _SOURCE_
<android.telephony.TelephonyManager: java.util.List getNeighboringCellInfo()> -> _SOURCE_
<gov.nist.javax.sip.header.WWWAuthenticate: javax.sip.address.URI getURI()> -> _SOURCE_
<android.app.WallpaperManager: android.graphics.drawable.Drawable getFastDrawable()> -> _SOURCE_
<com.android.server.accounts.AccountManagerService: android.accounts.Account[] getAccounts(java.lang.String)> -> _SOURCE_
<android.location.ILocationManager$Stub$Proxy: java.util.List getProviders(android.location.Criteria,boolean)> -> _SOURCE_
<com.google.android.picasasync.PicasaFacade: android.net.Uri getAlbumUri(long)> -> _SOURCE_
<com.google.android.mms.pdu.PduHeaders: byte[] getTextString(int)> -> _SOURCE_
<android.accounts.AccountManager: Account[] getAccounts()> -> _SOURCE_
<android.location.INetInitiatedListener$Stub$Proxy: java.lang.String getInterfaceDescriptor()> -> _SOURCE_
<com.android.server.location.GpsXtraDownloader: byte[] downloadXtraData()> -> _SOURCE_
<android.provider.MediaStore$Audio$Media: android.net.Uri getContentUri(java.lang.String)> -> _SOURCE_
<com.google.android.mms.pdu.MultimediaMessagePdu: com.google.android.mms.pdu.EncodedStringValue[] getTo()> -> _SOURCE_
<com.android.providers.contacts.LegacyApiSupport: java.lang.String getType(android.net.Uri)> -> _SOURCE_
<android.telephony.TelephonyManager: int getNetworkType()> -> _SOURCE_
<com.android.server.location.LocationProviderProxy: int getStatus(android.os.Bundle)> -> _SOURCE_
<android.location.Criteria: int getBearingAccuracy()> -> _SOURCE_
<com.android.internal.telephony.gsm.GSMPhone: java.lang.String getLine1Number()> -> _SOURCE_
<com.android.internal.telephony.PhoneSubInfo: java.lang.String getMsisdn()> -> _SOURCE_
<android.location.Criteria: int getHorizontalAccuracy()> -> _SOURCE_
<android.database.CursorWindow: double getDouble(int,int)> -> _SOURCE_
<com.google.android.mms.pdu.ReadOrigInd: long getDate()> -> _SOURCE_
<com.google.android.mms.pdu.DeliveryInd: long getDate()> -> _SOURCE_
<android.renderscript.Allocation: android.renderscript.Element getElement()> -> _SOURCE_
<android.telephony.TelephonyManager: java.util.List getAllCellInfo()> -> _SOURCE_
<android.database.CursorWrapper: java.lang.String getString(int)> -> _SOURCE_
<android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)> -> _SOURCE_
<android.location.LocationManager: void requestSingleUpdate(android.location.Criteria,android.app.PendingIntent)> -> _SOURCE_
<android.database.sqlite.SQLiteDatabase: android.database.Cursor rawQuery(java.lang.String,java.lang.String[],android.os.CancellationSignal)> -> _SOURCE_
<com.android.providers.contacts.CallLogProvider: android.net.Uri insert(android.net.Uri,android.content.ContentValues)> -> _SOURCE_
<com.android.server.sip.SipSessionGroup: java.lang.String getLocalProfileUri()> -> _SOURCE_
<com.android.internal.location.GpsNetInitiatedHandler: byte[] stringToByteArray(java.lang.String,boolean)> -> _SOURCE_
<com.android.providers.contacts.LegacyApiSupport: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String)> -> _SOURCE_
<android.location.Location: float getAccuracy()> -> _SOURCE_
<com.android.internal.telephony.cdma.RuimPhoneBookInterfaceManager: java.util.List getAdnRecordsInEf(int)> -> _SOURCE_
<com.google.android.picasasync.Authorizer: java.lang.String getFreshAuthToken(java.lang.String,java.lang.String)> -> _SOURCE_
<android.provider.MediaStore$Audio$Media: android.net.Uri getContentUriForPath(java.lang.String)> -> _SOURCE_
<com.android.internal.telephony.UiccSmsController: boolean enableCellBroadcast(int)> -> _SOURCE_
<com.android.internal.telephony.PhoneBase: java.lang.String getActiveApnHost(java.lang.String)> -> _SOURCE_
<com.google.android.picasastore.FIFEUtil: java.lang.String getImageUriOptions(android.net.Uri)> -> _SOURCE_
<com.android.internal.telephony.IccPhoneBookInterfaceManager: boolean updateAdnRecordsInEfByIndex(int,java.lang.String,java.lang.String,int,java.lang.String)> -> _SOURCE_
<com.android.internal.telephony.PhoneSubInfo: java.lang.String getLine1AlphaTag()> -> _SOURCE_
<android.location.LocationRequest: int getNumUpdates()> -> _SOURCE_
<android.database.sqlite.SQLiteDebug: android.database.sqlite.SQLiteDebug$PagerStats getDatabaseInfo()> -> _SOURCE_
<android.database.AbstractCursor: int getColumnCount()> -> _SOURCE_
<com.android.mms.transaction.SendTransaction: byte[] getPdu(java.lang.String)> -> _SOURCE_
<com.android.internal.telephony.UiccSmsController: java.util.List getAllMessagesFromIccEfForSubscriber(long,java.lang.String)> -> _SOURCE_
<android.telecom.TelecomManager: PhoneAccountHandle getUserSelectedOutgoingPhoneAccount()> -> _SOURCE_
<com.android.internal.telephony.UiccPhoneBookController: java.util.List getAdnRecordsInEfForSubscriber(int,int)> -> _SOURCE_
<android.location.GpsSatellite: float getAzimuth()> -> _SOURCE_
<com.android.server.location.LocationFudger: android.location.Location getOrCreate(android.location.Location)> -> _SOURCE_
<org.apache.http.impl.client.DefaultRedirectHandler: java.net.URI getLocationURI(org.apache.http.HttpResponse,org.apache.http.protocol.HttpContext)> -> _SOURCE_
<android.telephony.PhoneStateListener: void onDisplayInfoChanged(TelephonyDisplayInfo)> -> _SOURCE_
<android.database.sqlite.SQLiteDatabase: int getThreadDefaultConnectionFlags(boolean)> -> _SOURCE_
<android.location.LocationManager: void injectGnssMeasurementCorrections(GnssMeasurementCorrections)> -> _SOURCE_
<com.google.android.mms.pdu.PduHeaders: int getOctet(int)> -> _SOURCE_
<android.database.CursorWindow: int getStartPosition()> -> _SOURCE_
<android.location.Location: long getTime()> -> _SOURCE_
<org.xml.sax.helpers.ParserAdapter$AttributeListAdapter: java.lang.String getURI(int)> -> _SOURCE_
<com.android.internal.telephony.cdma.RuimSmsInterfaceManager: boolean disableCellBroadcast(int)> -> _SOURCE_
<android.telephony.PhoneNumberUtils: byte[] numberToCalledPartyBCD(java.lang.String)> -> _SOURCE_
<android.app.DownloadManager: android.net.Uri getDownloadUri(long)> -> _SOURCE_
<com.android.internal.telephony.IccPhoneBookInterfaceManager: boolean updateAdnRecordsInEfBySearch(int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)> -> _SOURCE_
<com.android.phone.PhoneUtils: android.net.Uri getProviderGatewayUri(android.content.Intent)> -> _SOURCE_
<com.google.android.mms.pdu.RetrieveConf: int getDeliveryReport()> -> _SOURCE_
<android.database.sqlite.SQLiteQueryBuilder: java.lang.String getTables()> -> _SOURCE_
<android.location.LocationManager: boolean registerGnssStatusCallback(GnssStatus.Callback,android.os.Handler)> -> _SOURCE_
<android.location.LocationRequest: java.lang.String getProvider()> -> _SOURCE_
<com.android.internal.telephony.PhoneBase: java.lang.String getCdmaEriText()> -> _SOURCE_
<java.lang.SecurityManager: java.lang.Object getSecurityContext()> -> _SOURCE_
<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(boolean,java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String,android.os.CancellationSignal)> -> _SOURCE_
<android.net.wifi.p2p.WifiP2pManager: void discoverPeers(Channel,ActionListener)> -> _SOURCE_
<android.hardware.usb.UsbAccessory: java.lang.String getUri()> -> _SOURCE_
<com.android.internal.telephony.PhoneSubInfoController: java.lang.String getDeviceIdForPhone(int,java.lang.String)> -> _SOURCE_
<android.database.sqlite.SqliteWrapper: android.net.Uri insert(android.content.Context,android.content.ContentResolver,android.net.Uri,android.content.ContentValues)> -> _SOURCE_
<android.location.Location: java.lang.String getProvider()> -> _SOURCE_
<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()> -> _SOURCE_
<android.media.Ringtone: android.net.Uri getUri()> -> _SOURCE_
<android.database.sqlite.SQLiteGlobal: int getJournalSizeLimit()> -> _SOURCE_
<com.android.server.location.ComprehensiveCountryDetector: android.location.Country getLocaleCountry()> -> _SOURCE_
<com.android.server.net.NetworkPolicyManagerService: void setRestrictBackground(boolean)> -> _SOURCE_
<android.location.Location: float getSpeed()> -> _SOURCE_
<android.location.LocationManager: boolean registerGnssStatusCallback(android.location.GnssStatus$Callback,android.os.Handler)> -> _SOURCE_
<com.android.server.location.GeofenceState: double getDistanceToBoundary()> -> _SOURCE_
<com.android.contacts.list.LegacyContactListAdapter: android.net.Uri getPersonUri(int)> -> _SOURCE_
<android.location.Address: android.os.Bundle getExtras()> -> _SOURCE_
<com.android.server.sip.SipService: android.net.sip.ISipSession getPendingSession(java.lang.String,java.lang.String)> -> _SOURCE_
<android.renderscript.Mesh$AllocationBuilder: int getCurrentVertexTypeIndex()> -> _SOURCE_
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getIsimDomain()> -> _SOURCE_
<com.android.server.location.MockProvider: com.android.internal.location.ProviderProperties getProperties()> -> _SOURCE_
<android.telecom.TelecomManager: PhoneAccountHandle getDefaultOutgoingPhoneAccount(java.lang.String)> -> _SOURCE_
<android.database.MatrixCursor: int getType(int)> -> _SOURCE_
<com.android.phone.PhoneInterfaceManager: android.os.Bundle getCellLocation()> -> _SOURCE_
<com.google.android.mms.pdu.NotificationInd: long getMessageSize()> -> _SOURCE_
<com.google.android.mms.util.SqliteWrapper: android.database.Cursor query(android.content.Context,android.content.ContentResolver,android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)> -> _SOURCE_
<com.android.calendar.Utils: java.lang.String getDisplayedDatetime(long,long,long,java.lang.String,boolean,android.content.Context)> -> _SOURCE_
<com.android.internal.location.ILocationProvider$Stub$Proxy: java.lang.String getInterfaceDescriptor()> -> _SOURCE_
<com.android.internal.telephony.cdma.CDMAPhone: java.lang.String getCdmaMin()> -> _SOURCE_
<com.android.internal.telephony.IccRecords: java.lang.String getVoiceMailNumber()> -> _SOURCE_
<android.accounts.AccountManagerService: void getAccountsByFeatures(android.accounts.IAccountManagerResponse,java.lang.String,[java.lang.String)> -> _SOURCE_
<com.android.internal.telephony.PhoneProxy: void getPreferredNetworkType(android.os.Message)> -> _SOURCE_
<com.google.android.mms.pdu.RetrieveConf: int getReadReport()> -> _SOURCE_
<com.android.phone.PhoneInterfaceManager: java.util.List getNeighboringCellInfo(java.lang.String)> -> _SOURCE_
<android.location.LocationRequest: long getFastestInterval()> -> _SOURCE_
<com.android.ex.chips.Queries$Query: android.net.Uri getContentFilterUri()> -> _SOURCE_
<android.app.DownloadManager: android.net.Uri getUriForDownloadedFile(long)> -> _SOURCE_
<android.database.sqlite.SQLiteCursor: java.lang.String[] getColumnNames()> -> _SOURCE_
<android.location.Address: int getMaxAddressLineIndex()> -> _SOURCE_
<android.accounts.AccountManagerService: android.accounts.AuthenticatorDescription[] getAuthenticatorTypes()> -> _SOURCE_
<com.android.internal.telephony.cdma.CDMAPhone: java.lang.String getLine1Number()> -> _SOURCE_
<com.android.internal.telephony.SubscriptionController: android.telephony.SubscriptionInfo getActiveSubscriptionInfoForSimSlotIndex(int)> -> _SOURCE_
<android.provider.MediaStore$Audio$Genres: android.net.Uri getContentUri(java.lang.String)> -> _SOURCE_
<android.location.LocationManager: boolean addNmeaListener(android.location.OnNmeaMessageListener,android.os.Handler)> -> _SOURCE_
<org.xml.sax.helpers.NamespaceSupport$Context: java.lang.String getURI(java.lang.String)> -> _SOURCE_
<com.android.server.location.PassiveProvider: java.lang.String getName()> -> _SOURCE_
<android.accounts.AccountManager: android.os.Handler access$600(android.accounts.AccountManager)> -> _SOURCE_
<com.google.android.mms.pdu.RetrieveConf: byte[] getContentType()> -> _SOURCE_
<com.android.internal.telephony.PhoneProxy: java.lang.String getVoiceMailAlphaTag()> -> _SOURCE_
<android.telephony.TelephonyManager: java.lang.String getCdmaEriText()> -> _SOURCE_
<com.android.server.location.PassiveProvider: long getStatusUpdateTime()> -> _SOURCE_
<android.telecom.TelecomManager: void startConference(List<Uri>,android.os.Bundle)> -> _SOURCE_
<android.location.IGeocodeProvider$Stub$Proxy: java.lang.String getFromLocationName(java.lang.String,double,double,double,double,int,android.location.GeocoderParams,java.util.List)> -> _SOURCE_
<android.accounts.AccountManager: android.accounts.AccountManagerFuture editProperties(java.lang.String,android.app.Activity,android.accounts.AccountManagerCallback,android.os.Handler)> -> _SOURCE_
<android.telephony.TelephonyManager: List<NeighboringCellInfo> -> _SOURCE_
<com.android.internal.telephony.sip.SipPhone: java.lang.String getLine1Number()> -> _SOURCE_
<com.android.server.telecom.TelecomService$TelecomServiceImpl: boolean isTtySupported()> -> _SOURCE_
<android.location.Criteria: int getPowerRequirement()> -> _SOURCE_
<com.android.internal.telephony.IccPhoneBookInterfaceManagerProxy: boolean updateAdnRecordsInEfByIndex(int,java.lang.String,java.lang.String,int,java.lang.String)> -> _SOURCE_
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getDeviceSvn()> -> _SOURCE_
<gov.nist.javax.sip.header.ims.PAssociatedURI: javax.sip.address.URI getAssociatedURI()> -> _SOURCE_
<com.android.internal.telephony.PhoneSubInfoProxy: java.lang.String getMsisdn()> -> _SOURCE_
<android.telephony.gsm.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,[byte,android.app.PendingIntent,android.app.PendingIntent)> -> _SOURCE_
<com.android.email.activity.MessageViewFragmentBase$MessageViewAttachmentInfo: android.net.Uri getUriForIntent(android.content.Context,long)> -> _SOURCE_
<com.android.gallery3d.gadget.MediaSetSource: android.graphics.Bitmap getImage(int)> -> _SOURCE_
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getDeviceId()> -> _SOURCE_
<android.location.LocationManager: Location getLastLocation()> -> _SOURCE_
<com.android.server.TelephonyRegistry: void listenForSubscriber(long,java.lang.String,com.android.internal.telephony.IPhoneStateListener,int,boolean)> -> _SOURCE_
<com.android.camera.LocationManager: android.location.Location getCurrentLocation()> -> _SOURCE_
<android.net.sip.SipManager: void register(android.net.sip.SipProfile,int,android.net.sip.SipRegistrationListener)> -> _SOURCE_
<gov.nist.javax.sip.address.AddressImpl: javax.sip.address.URI getURI()> -> _SOURCE_
<android.database.CursorWrapper: int getPosition()> -> _SOURCE_
<com.google.android.mms.pdu.RetrieveConf: com.google.android.mms.pdu.EncodedStringValue getRetrieveText()> -> _SOURCE_
<android.telephony.TelephonyManager: java.lang.String getVoiceMailNumber(int)> -> _SOURCE_
<android.telephony.SubscriptionManager: boolean isActiveSubscriptionId(int)> -> _SOURCE_
<com.android.contacts.list.ProfileAndContactsLoader: android.database.Cursor loadInBackground()> -> _SOURCE_
<com.android.internal.telephony.UiccSmsController: void sendTextForSubscriber(long,java.lang.String,java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)> -> _SOURCE_
<android.telephony.TelephonyManager: java.lang.String getGroupIdLevel1(int)> -> _SOURCE_
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getVoiceMailAlphaTag()> -> _SOURCE_
<com.android.internal.telephony.sip.SipPhone: java.lang.String getIccSerialNumber()> -> _SOURCE_
<android.telephony.TelephonyManager: String[] getForbiddenPlmns()> -> _SOURCE_
<android.telephony.SubscriptionManager: java.util.List getActiveSubscriptionInfoList()> -> _SOURCE_
<com.android.internal.telephony.cdma.CDMALTEPhone: java.lang.String getSubscriberId()> -> _SOURCE_
<android.location.INetInitiatedListener$Stub: android.os.IBinder asBinder()> -> _SOURCE_
<android.telephony.gsm.SmsManager: java.util.ArrayList divideMessage(java.lang.String)> -> _SOURCE_
<android.telephony.TelephonyManager: boolean isModemEnabledForSlot(int)> -> _SOURCE_
<com.android.phone.PhoneInterfaceManager: java.lang.String[] getPcscfAddress(java.lang.String)> -> _SOURCE_
<com.android.providers.contacts.VoicemailContentProvider: java.lang.String getCallingPackage()> -> _SOURCE_
<android.location.LocationRequest: float getSmallestDisplacement()> -> _SOURCE_
<android.database.CursorWindow: android.database.CursorWindow newFromParcel(android.os.Parcel)> -> _SOURCE_
<com.google.android.mms.ContentType: java.util.ArrayList getImageTypes()> -> _SOURCE_
<android.accounts.AccountManagerService: void hasFeatures(android.accounts.IAccountManagerResponse,android.accounts.Account,[java.lang.String)> -> _SOURCE_
<com.google.android.mms.pdu.Base64: byte[] discardNonBase64(byte[])> -> _SOURCE_
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getCompleteVoiceMailNumber()> -> _SOURCE_
<android.location.ILocationManager$Stub$Proxy: java.lang.String getBestProvider(android.location.Criteria,boolean)> -> _SOURCE_
<com.android.contacts.editor.SelectAccountDialogFragment: android.app.Dialog onCreateDialog(android.os.Bundle)> -> _SOURCE_
<android.accounts.AccountManager: AccountManagerFuture<Account[]> -> _SOURCE_
<android.location.ICountryDetector$Stub$Proxy: android.location.Country detectCountry()> -> _SOURCE_
<android.database.sqlite.SQLiteDatabase: android.database.Cursor rawQuery(java.lang.String,java.lang.String[])> -> _SOURCE_
<com.android.internal.telephony.UiccSmsController: boolean disableCellBroadcastForSubscriber(long,int)> -> _SOURCE_
<android.location.LocationManager: boolean addGpsStatusListener(GpsStatus.Listener)> -> _SOURCE_
<android.renderscript.Allocation: android.renderscript.Allocation createTyped(android.renderscript.RenderScript,android.renderscript.Type)> -> _SOURCE_
<android.location.LocationManager: boolean addNmeaListener(java.util.concurrent.Executor,OnNmeaMessageListener)> -> _SOURCE_
<com.android.contacts.list.CustomContactListFilterActivity$CustomFilterConfigurationLoader: com.android.contacts.list.CustomContactListFilterActivity$AccountSet loadInBackground()> -> _SOURCE_
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String[] getIsimImpu()> -> _SOURCE_
<com.google.android.mms.pdu.NotificationInd: byte[] getMessageClass()> -> _SOURCE_
<com.android.server.telecom.TelecomService$TelecomServiceImpl: boolean isRinging()> -> _SOURCE_
<android.location.ILocationManager$Stub$Proxy: java.util.List getAllProviders()> -> _SOURCE_
<android.accounts.AccountManager: android.accounts.AccountManagerFuture getAuthTokenByFeatures(java.lang.String,java.lang.String,java.lang.String[],android.app.Activity,android.os.Bundle,android.os.Bundle,android.accounts.AccountManagerCallback,android.os.Handler)> -> _SOURCE_
<android.accounts.AccountManager: java.lang.String getUserData(android.accounts.Account,java.lang.String)> -> _SOURCE_
<com.google.android.mms.pdu.PduComposer: byte[] make()> -> _SOURCE_
<android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)> -> _SOURCE_
<com.android.internal.telephony.UiccSmsController: void sendStoredText(long,java.lang.String,android.net.Uri,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)> -> _SOURCE_
<android.database.sqlite.SQLiteProgram: int getUniqueId()> -> _SOURCE_
<com.android.server.location.GeocoderProxy: java.lang.String getFromLocationName(java.lang.String,double,double,double,double,int,android.location.GeocoderParams,java.util.List)> -> _SOURCE_
<com.google.android.mms.pdu.RetrieveConf: byte[] getTransactionId()> -> _SOURCE_
<android.location.LocationManager: boolean addGpsStatusListener(android.location.GpsStatus$Listener)> -> _SOURCE_
<android.provider.Settings$System: android.net.Uri getUriFor(java.lang.String)> -> _SOURCE_
<android.accounts.AccountManager: Account[] getAccountsAsUser(int)> -> _SOURCE_
<com.android.mms.transaction.RetrieveTransaction: byte[] getPdu(java.lang.String)> -> _SOURCE_
<android.provider.Settings$NameValueTable: android.net.Uri getUriFor(android.net.Uri,java.lang.String)> -> _SOURCE_
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getSubscriberId()> -> _SOURCE_
<android.location.LocationRequest: int getQuality()> -> _SOURCE_
<android.telephony.TelephonyManager: boolean isVideoCallingEnabled()> -> _SOURCE_
<android.telephony.TelephonyManager: void requestCellInfoUpdate(android.os.WorkSource,java.util.concurrent.Executor,CellInfoCallback)> -> _SOURCE_
<android.location.LocationManager: boolean registerGnssMeasurementsCallback(java.util.concurrent.Executor,GnssMeasurementsEvent.Callback)> -> _SOURCE_
<com.android.internal.telephony.UiccSmsController: boolean enableCellBroadcast(int,int)> -> _SOURCE_
<com.android.internal.telephony.sip.SipPhoneBase: java.lang.String getVoiceMailNumber()> -> _SOURCE_
<android.location.LocationManager: boolean injectLocation(Location)> -> _SOURCE_
<com.google.android.picasastore.PicasaStoreFacade: android.net.Uri getAlbumCoverUri(long,java.lang.String)> -> _SOURCE_
<android.renderscript.Allocation: android.renderscript.Allocation createCubemapFromCubeFaces(android.renderscript.RenderScript,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap)> -> _SOURCE_
<android.telephony.TelephonyManager: List<EmergencyNumber>> -> _SOURCE_
<android.database.MergeCursor: java.lang.String[] getColumnNames()> -> _SOURCE_
<android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,LocationListener)> -> _SOURCE_
<com.google.android.picasasync.PicasaFacade: android.net.Uri getSettingsUri()> -> _SOURCE_
<android.widget.FrameLayout: boolean getConsiderGoneChildrenWhenMeasuring()> -> _SOURCE_
<android.telephony.SubscriptionManager: SubscriptionInfo getActiveSubscriptionInfoForSimSlotIndex(int)> -> _SOURCE_
<android.telephony.TelephonyManager: int getVoiceMessageCount()> -> _SOURCE_
<android.location.LocationManager: boolean registerGnssStatusCallback(android.location.GnssStatus$Callback)> -> _SOURCE_
<com.android.server.location.MockProvider: int getStatus(android.os.Bundle)> -> _SOURCE_
<com.android.internal.location.ILocationProvider$Stub$Proxy: long getStatusUpdateTime()> -> _SOURCE_
<android.telephony.cdma.CdmaCellLocation: int getSystemId()> -> _SOURCE_
<com.google.android.mms.pdu.PduBody: int getPartIndex(com.google.android.mms.pdu.PduPart)> -> _SOURCE_
<android.location.Location: double getLongitude()> -> _SOURCE_
<com.android.internal.telephony.IccSmsInterfaceManager: void sendText(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)> -> _SOURCE_
<android.telecom.TelecomManager: boolean endCall()> -> _SOURCE_
<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getMsisdn()> -> _SOURCE_
<android.location.Country: int getSource()> -> _SOURCE_
<com.android.mms.data.Contact$ContactsCache: java.util.List getContactInfoForPhoneUris(android.os.Parcelable[])> -> _SOURCE_
<android.provider.MediaStore$Files: android.net.Uri getMtpReferencesUri(java.lang.String,long)> -> _SOURCE_
